timestamp,cur_x,cur_y,cur_z,cur_vx,cur_vy,cur_vz,cur_ax,cur_ay,cur_az,not_use,not_use,cur_yaw,des_yaw,des_pos_x,des_pos_y,des_pos_z,des_vel_x,des_vel_y,des_vel_z,des_acc_x,des_acc_y,des_acc_z
1719654824753076519,0.214076,0.0126485,1.96202,0.616389,0.0160639,-0.0420026,0.883862,-0.0358174,-0.627113,0,0,-0.00548999,0.0627778,0.232788,0.0120093,1.99815,0.610328,0.0123419,-0.010663,0.90269,-0.0409615,-0.0195966
1719654824773123411,0.22658,0.0129624,1.96106,0.634084,0.0153127,-0.0542974,0.890143,-0.0395193,-0.559155,0,0,0.0246366,0.0629178,0.245176,0.0122478,1.99793,0.628421,0.0114921,-0.0110392,0.906642,-0.0439695,-0.0180184
1719654824793111884,0.239441,0.0132604,1.95988,0.652122,0.0144759,-0.0631361,0.916193,-0.0443167,-0.299224,0,0,0.0508837,0.0731097,0.257926,0.0124688,1.99771,0.646548,0.0106141,-0.0113974,0.906041,-0.043784,-0.0177979
1719654824813358835,0.252669,0.0135407,1.95857,0.670756,0.0135369,-0.0660529,0.946657,-0.0496049,0.00117628,0,0,0.0711728,0.136284,0.271038,0.0126724,1.99748,0.664663,0.0097426,-0.0117508,0.905544,-0.0433161,-0.0175326
1719654824833137852,0.266275,0.0138012,1.95726,0.689789,0.0125016,-0.065107,0.946198,-0.0533283,-0.0128463,0,0,0.0848804,0.147735,0.284512,0.0128591,1.99724,0.682773,0.00895961,-0.0121054,0.905412,-0.0349851,-0.0179148
1719654824853241345,0.280259,0.0140404,1.95595,0.708666,0.0114035,-0.0658642,0.943163,-0.0564594,-0.0431941,0,0,0.0935122,0.19744,0.298349,0.0130319,1.99699,0.70088,0.00834313,-0.012467,0.905323,-0.0266646,-0.0182285
1719654824873130467,0.294621,0.014257,1.95463,0.727504,0.0102515,-0.066852,0.934202,-0.0580781,-0.119036,0,0,0.0996837,0.209799,0.312547,0.0131941,1.99674,0.719013,0.00791798,-0.0127758,0.907929,-0.0158647,-0.0126874
1719654824893174282,0.309359,0.0144504,1.95327,0.746227,0.00908307,-0.0685273,0.940803,-0.0584984,-0.0176386,0,0,0.106244,0.226608,0.327109,0.01335,1.99648,0.737197,0.00770796,-0.0129758,0.910458,-0.00515144,-0.00734541
1719654824913018034,0.324472,0.0146204,1.95191,0.765193,0.00792822,-0.0668571,0.954828,-0.0563758,0.177037,0,0,0.115525,0.220546,0.342036,0.0135037,1.99622,0.75548,0.00768876,-0.0131863,0.917778,0.0031722,-0.0136548
1719654824933072661,0.339968,0.014768,1.95062,0.784374,0.00685408,-0.0618462,0.960884,-0.050323,0.301045,0,0,0.128559,0.107449,0.35733,0.0136586,1.99595,0.773906,0.00783253,-0.0135198,0.924755,0.0111471,-0.0196453
