timestamp,cur_x,cur_y,cur_z,cur_vx,cur_vy,cur_vz,cur_ax,cur_ay,cur_az,not_use,not_use,cur_yaw,des_yaw,des_pos_x,des_pos_y,des_pos_z,des_vel_x,des_vel_y,des_vel_z,des_acc_x,des_acc_y,des_acc_z
1719805538824004770,9.34565,44.6367,2.16064,1.08735,2.93756,-0.214835,-2.14985,-2.76141,1.25327,0,0,-0.051373,0,9.6627,45.3881,2.19873,1.19328,2.68632,-0.315324,0.333948,-1.18057,0.119171
1719805539321065700,9.93573,45.9955,2.03192,1.23315,2.3219,-0.161838,-0.761613,-2.80965,0.815002,0,0,-0.0155454,0,10.2969,46.5377,2.03774,1.33719,1.84697,-0.338815,0.254139,-1.97187,-0.0184901
1719805539814447911,10.6271,46.9249,1.90611,1.36062,1.34282,-0.23476,-1.1617,-2.35632,0.494923,0,0,-0.0245006,0,11.0205,47.2973,1.86286,1.58361,1.32817,-0.351344,0.581573,-0.322417,0.083055
1719805540315023957,11.4375,47.583,1.72421,1.64758,1.22853,-0.279278,-1.34155,-1.12326,0.830414,0,0,-0.0127692,0,11.9128,48.004,1.71146,2.01906,1.61272,-0.230098,0.987069,1.06424,0.373312
1719805540802825933,12.3878,48.3377,1.58575,2.14156,1.81397,-0.143572,-1.23069,-0.609876,1.04836,0,0,-0.000792699,0,13.0618,48.921,1.6515,2.59147,1.99323,-0.000550927,1.16695,0.333417,0.486387
1719805541311576872,13.722,49.3889,1.56493,2.70972,2.00736,0.141367,-2.14046,-1.78158,0.789925,0,0,-0.0252082,0,14.5543,49.9319,1.68665,3.42859,2.01448,0.10561,1.78442,-0.108839,0.0537759
1719805541805351558,15.2801,50.3571,1.5965,3.64044,1.92995,0.149022,-1.82264,-1.7918,0.733818,0,0,-0.014921,0,16.4146,50.9097,1.73013,3.87257,1.87341,0.051372,0.103133,-0.392395,-0.157178
1719805542301863570,17.2401,51.2997,1.60575,3.8352,1.73735,0.0887449,-3.40965,-1.68283,0.963094,0,0,-0.0396097,0,18.3175,51.8092,1.72211,3.65454,1.74315,-0.093998,-0.911681,-0.169044,-0.292515
1719805542801295543,19.1264,52.1859,1.55681,3.38341,1.66576,-0.0324011,-3.73511,-1.48355,0.980965,0,0,-0.0463008,0,19.9651,52.6242,1.63808,2.83898,1.47133,-0.233188,-2.08514,-0.728588,-0.190379
1719805543297607215,20.5823,52.9579,1.48854,2.28975,1.2796,-0.114309,-3.3611,-1.70618,0.501718,0,0,-0.0564302,0,21.1135,53.2607,1.50088,1.75344,1.06587,-0.292298,-2.10627,-0.837023,0.0778191
1719805543825324167,21.4896,53.5169,1.39194,1.19227,0.814911,-0.166072,-2.3058,-1.34692,0.296849,0,0,-0.0313743,0,21.8701,53.6384,1.38961,1.50165,0.397458,-0.104059,0.650959,-1.43225,0.65808
1719805544310341503,22.1976,53.715,1.34453,1.61049,0.043127,0.0354838,-0.708601,-0.92217,0.495,0,0,-0.00610254,0,22.8106,53.7074,1.42905,2.38911,-0.0278881,0.270911,2.2335,-0.314786,0.771274
1719805544804251041,23.3163,53.6864,1.44857,2.8467,-0.098045,0.374803,-0.942827,0.0228336,0.429544,0,0,-6.47613e-05,0,24.2475,53.6804,1.65976,3.26882,-0.0285968,0.647498,1.1687,0.299718,0.717653
1719805545300528606,24.9791,53.6725,1.7465,3.47989,0.0465744,0.743719,-2.5876,0.172518,0.155472,0,0,0.00442774,0,25.925,53.6977,2.04342,3.26049,0.110363,0.844502,-1.00328,0.432671,0.197211
1719805545835276457,26.7679,53.7503,2.20767,2.81529,0.197368,0.85702,-3.97615,-0.0886499,-0.662922,0,0,-0.00272209,0,27.3757,53.8312,2.47053,2.45214,0.47221,0.838764,-2.08694,1.01016,-0.11217
1719805546301906395,27.8539,53.9598,2.59438,1.91551,0.651956,0.804364,-2.65395,0.086343,-0.563464,0,0,0.00120069,0,28.3101,54.2137,2.85787,1.26831,1.07692,0.703684,-2.31281,1.24795,-0.212469
1719805546802956646,28.52,54.5082,2.96922,0.791579,1.32329,0.654483,-1.99302,-0.633959,-0.64137,0,0,-0.0176721,0,28.6867,54.8656,3.16224,0.319558,1.44401,0.504946,-1.34991,0.211069,-0.33854
